Timestamps,x,y,z,Target
192946,-0.09379745228353,-0.2892613967994209,-0.9992124151280569,0
193046,-0.09067287824404624,-0.28808440772298866,-1.0382471642294644,0
193146,-0.09358877894400239,-0.3081603601131134,-0.9983312235037438,0
193246,-0.09635202967381014,-0.30781792752587483,-1.0414008545315239,0
193346,-0.09458805017314958,-0.29538125761562045,-0.9629040743761463,0
193446,-0.0942619298578444,-0.2858382541939258,-1.0047425455892038,0
193546,-0.09882548511851166,-0.27130511730411144,-0.982891156108343,0
193646,-0.08686645571592352,-0.2919422396912316,-1.0326927497786982,0
193746,-0.08605494790240287,-0.27588657717787435,-0.9896999154049634,0
193846,-0.08682368236258366,-0.27539914703927143,-1.0186384880765194,0
193946,-0.08406225452851304,-0.2826244309480291,-1.0337718442050072,0
194046,-0.0969410387702119,-0.26997179148319217,-0.9645922171343124,0
194146,-0.09275976126194489,-0.2822078242255655,-0.9718348253450134,0
194246,-0.09557336839262615,-0.27395738479061355,-0.9778444910262326,0
194346,-0.0908570846319222,-0.29070095629084025,-1.0290183800173744,0
194446,-0.09483036271005202,-0.29300964218090847,-0.9642970564058854,0
194546,-0.09728634031768492,-0.2967716721208704,-1.0725725117643155,0
194646,-0.09160786210681762,-0.28336580540458545,-1.04390073573761,0
194746,-0.08977632285389982,-0.28786976613539916,-1.0204891890031724,0
194846,-0.09133488273655078,-0.2661726270565658,-0.9870459890749614,0
194946,-0.08761441341135942,-0.2886324702867301,-1.0298189987330415,0
195046,-0.09083766751884711,-0.3046016846394977,-0.9796268485021467,0
195146,-0.08268084363880762,-0.27894741549380364,-1.014841541139232,0
195246,-0.09390370280185571,-0.258824909209404,-1.0286566874428174,0
195346,-0.09610620557153547,-0.27440134407120365,-0.9976796017284624,0
195446,-0.095392395931798,-0.27752108934487124,-1.0578208676270409,0
195546,-0.09070973161086948,-0.26717297569220805,-1.0698035715336016,0
195646,-0.09495839118000086,-0.29705549341197307,-0.9636385968418136,0
195746,-0.09310457039212489,-0.2935358745125252,-0.9696900197695797,0
195846,-0.08849880814138869,-0.28401509239747674,-1.041528759253336,0
195946,-0.08966597168131729,-0.2946629327062088,-1.0425658106272195,0
196046,-0.09326040299026629,-0.2887797944512729,-1.0408045996798834,0
196146,-0.09215692775155113,-0.28683089349678487,-1.0550623313803826,0
196246,-0.09776791581965591,-0.2713708633039061,-0.9756001723223651,0
196346,-0.09904652348357895,-0.2947162576147877,-1.017099590737557,0
196446,-0.0965641824730332,-0.28011517031419286,-0.9997031160451586,0
196546,-0.08878398423702541,-0.28957549546949507,-1.0079082873332177,0
196646,-0.09760674709736282,-0.26687251547979296,-0.9732422331306732,0
196746,-0.0990472421409077,-0.2901821185034783,-1.0158362061073172,0
196846,-0.0961703084159218,-0.27840070411724327,-0.9997890804146714,0
196946,-0.09634841018708018,-0.2637223169570447,-1.059823117204794,0
197046,-0.08965842471045385,-0.28218491953928443,-1.0578598644541335,0
197146,-0.09553521734518405,-0.28809270990316665,-1.0008106658999347,0
197246,-0.09133634301120233,-0.28952825125038856,-1.019322940184715,0
197346,-0.09002459940195953,-0.29283893457083604,-0.9761830167983362,0
197446,-0.09747786172899647,-0.2754337899135985,-1.064121701607744,0
197546,-0.08819577335949849,-0.2749758855281735,-0.9894195056264028,0
197646,-0.08567926427775599,-0.2899239888064585,-1.003109616481731,0
197746,-0.0920515934302671,-0.2655132758912081,-1.0180924349366043,0
197846,-0.09079199791141399,-0.2705995211067902,-0.9795591376876276,0
197946,-0.09133304306201216,-0.2931140063307006,-1.0085543961949641,0
198046,-0.09922967002426661,-0.27801473697717805,-1.054180790956767,0
198146,-0.09014888443704192,-0.28551407136369794,-1.0078042232333773,0
198246,-0.09102591877195756,-0.2890930007697647,-0.9657269348353481,0
198346,-0.08687124509375241,-0.27110126647956306,-0.971609047399921,0
198446,-0.09166561343607275,-0.2719103744363411,-1.0175714530222648,0
198546,-0.09354950818822154,-0.26734023636917237,-1.0112171054030576,0
198646,-0.0875083386931563,-0.2829819565920128,-1.0268262132472847,0
198746,-0.09366138492795054,-0.29112304561824043,-1.0382309461526211,0
198846,-0.09204694408892097,-0.2668672204648985,-1.0296697853559533,0
198946,-0.09127600088797684,-0.2818176725872266,-1.0616033412807167,0
199046,-0.09474087672169237,-0.2799581999179088,-1.0048215589109926,0
199146,-0.09481844735619081,-0.2827060440773953,-1.0451209203232155,0
199246,-0.08405896150761641,-0.2616615295580954,-0.9741269833583149,0
199346,-0.09219313487535055,-0.2905855986536325,-1.0469058951715509,0
199446,-0.08717085474732536,-0.2890950838243721,-0.9826320179417535,0
199546,-0.08287128139251673,-0.29092567871352526,-1.0589395266018158,0
199646,-0.08843974457773046,-0.27573437521010935,-1.0092325200406607,0
199746,-0.09311761946544873,-0.27498958715433286,-1.0200496128844703,0
199846,-0.09483738665753887,-0.28492328945789547,-1.0188593607633116,0
199946,-0.08966235434090859,-0.2853451972169885,-1.0604667501826632,0
200046,-0.09509405543839841,-0.2738551964377166,-0.9737564786861611,0
200146,-0.08905519257876718,-0.29722577816135265,-1.0158929947715147,0
200246,-0.09116382441219027,-0.29047146494401593,-1.0328251001292306,0
200346,-0.09881682040071259,-0.2643690077167233,-1.035305187909184,0
200446,-0.08942448295166584,-0.2793648039241369,-0.9833108246805193,0
200546,-0.08379338110264037,-0.2737610312334198,-1.009037018661133,0
200646,-0.09782989616469154,-0.27949086409852947,-1.0284137778203153,0
200746,-0.09438699301748094,-0.2832489475164353,-0.9991273574744478,0
200846,-0.09583935687968276,-0.2586508182014578,-1.0822279477738679,0
200946,-0.09023672448329961,-0.26812391390282614,-0.9936870100103375,0
201046,-0.09295127346389888,-0.2699348832339476,-1.0332246762609425,0
201146,-0.08922867805666644,-0.279717153269138,-0.9756116567723733,0
201246,-0.09389891748977909,-0.2785897441130498,-0.9714795350976322,0
201346,-0.09396796314258599,-0.27225173240062794,-1.0613761534833006,0
201446,-0.0891999974564854,-0.28394772843822663,-1.0357706191320941,0
201546,-0.0866737441231655,-0.2759273313954807,-1.014104765106087,0
201646,-0.09698603605831028,-0.2892605875193416,-1.010182744917569,0
201746,-0.08829531736343418,-0.2711598101952604,-0.965548992985323,0
201846,-0.09509261215178996,-0.26996206664594824,-1.0038562240682802,0
201946,-0.08688250140195874,-0.28281953847375235,-0.9930601100347157,0
202046,-0.09425627658469889,-0.2946386758699949,-0.9977605679639624,0
202146,-0.09112711727808767,-0.2807458536707281,-1.0314947107291266,0
202246,-0.08919376458617218,-0.27903996956027854,-1.0735485218718726,0
202346,-0.0891338990326536,-0.283075214896802,-1.0447116900016709,0
202446,-0.09475987120184394,-0.2821308572495208,-1.0534873636894093,0
202546,-0.09262042625137916,-0.2726054670686363,-1.0014881498869745,0
202646,-0.08628717579374888,-0.2836965693401844,-1.006002177913046,0
202746,-0.08910449611556386,-0.27623818432017516,-0.9937882158459811,0
202846,-0.08395438563994438,-0.2797105196115286,-0.9954963650174043,0
202946,-0.08837264575551187,-0.28750968009047095,-1.0248549166862977,0
203046,-0.09815889550992736,-0.272797721624044,-1.0014161279605156,0
203146,-0.0896206188404497,-0.2680814072150419,-0.966266247522933,0
203246,-0.09266268239119667,-0.28232425267875516,-0.9574175411804661,0
203346,-0.08579832020182086,-0.2681428892795872,-0.9947791472824086,0
203446,-0.08449406809399163,-0.2886894495075139,-1.002277592895814,0
203546,-0.08585310794139894,-0.2677295896509165,-0.9913913460623357,0
203646,-0.08977733409180222,-0.2632993918222901,-1.0131229663795471,0
203746,-0.09496765528208756,-0.2746613320518812,-0.9795846315162426,0
203846,-0.08379055737978798,-0.27062694644535346,-1.0534130586444541,0
203946,-0.09398019175551482,-0.27730710216747007,-1.020874514982638,0
204046,-0.09411129248800472,-0.27512831809922383,-1.0589686415845483,0
204146,-0.08968463040339693,-0.2848524652047207,-1.0147510803782076,0
204246,-0.09029764992923113,-0.27276194338564314,-1.0039353502147574,0
204346,-0.09097221244951353,-0.2765561388411235,-1.0254570860486807,0
204446,-0.09079307554996713,-0.2951637107799772,-1.0648345236162935,0
204546,-0.09378359354864622,-0.28429602999363585,-1.0016669489409338,0
204646,-0.08363095747494245,-0.2911995651960298,-1.0080044173216132,0
204746,-0.08774610848125045,-0.2888845342395648,-1.0067132645374717,0
204846,-0.08819167298230979,-0.2763479353889233,-0.9901841381246534,0
204946,-0.0878711137414461,-0.27624990342627465,-1.0361618593229744,0
205046,-0.08416950549030014,-0.2727976203613775,-1.016750079253691,0
205146,-0.09335046578338842,-0.2713583888702213,-1.0811238724160983,0
205246,-0.08533423379049455,-0.27874195659898476,-0.9614030686630488,0
205346,-0.0873645115517527,-0.28538668803695527,-1.0293812128723223,0
205446,-0.09339517703532883,-0.2788566402870757,-1.0623542806891664,0
205546,-0.095469879808316,-0.2871812264865977,-1.0140041743770076,0
205646,-0.09281572441865567,-0.2865158660062014,-1.0027788315082162,0
205746,-0.08763102300221513,-0.2682019934296904,-1.027903791566757,0
205846,-0.09403632829399022,-0.2733528825241773,-1.0311938446870113,0
205946,-0.08968935071882048,-0.27915829948422527,-0.9970392393389936,0
206046,-0.0820223826302669,-0.28567101551416624,-1.0643939941669263,0
206146,-0.08788271582973103,-0.2677025473404217,-1.0778569677662075,0
206246,-0.09468276390874042,-0.27713378342462286,-1.048293771134659,0
206346,-0.08654255117234691,-0.29030227481609105,-1.0246833207338624,0
206446,-0.08864341276441501,-0.2986356947063398,-1.0141454455143513,0
206546,-0.0879964485138118,-0.2692353392782547,-1.021271689378814,0
206646,-0.0862854923738036,-0.28023800376184804,-1.0520423072925973,0
206746,-0.0910002039919623,-0.2738858801423508,-1.010700311285151,0
206846,-0.08953117857868662,-0.27894419586973296,-0.9897259879010466,0
206946,-0.09193850173825349,-0.2718185967687113,-1.020301861672952,0
207046,-0.08583141569565786,-0.2821959320442059,-1.0770636534301898,0
207146,-0.08526160101995958,-0.2905750659492333,-1.0410215417278326,0
207246,-0.09092509974757244,-0.27917665895368793,-0.9669018372675944,0
207346,-0.08799147317660298,-0.2737268920397062,-0.9772072329873752,0
207446,-0.0912381865085564,-0.2755726534975259,-0.9775083642842262,0
207546,-0.08746949518486564,-0.28383146954822003,-0.9953745689171994,0
207646,-0.08888772884145112,-0.29588610419346867,-0.975754400067833,0
207746,-0.09072177927566988,-0.28812013065925624,-0.9899369874508986,0
207846,-0.09056993924110812,-0.2751188941912625,-1.0312915282804866,0
207946,-0.08512617549991923,-0.27871604847411396,-1.0429866720857612,0
208046,-0.0930441903430216,-0.2721742260680643,-0.9871380162265316,0
208146,-0.08744124893071127,-0.28012666023340904,-1.001635488130197,0
208246,-0.0895351463053055,-0.27700073902804834,-1.0545744884147532,0
208346,-0.08440971341015771,-0.26815446819129896,-1.0134710014975805,0
208446,-0.0915596167799037,-0.271645075513013,-1.0175842039924858,0
208546,-0.0841371854172088,-0.27968787421595787,-1.025292757526137,0
208646,-0.08649432397069759,-0.2684327314376447,-1.0770412026600473,0
208746,-0.09274432803809723,-0.2906054943858023,-1.0157533834269286,0
208846,-0.0876870884251573,-0.2786475239696916,-1.0590548623076206,0
208946,-0.08907204334133093,-0.2755567837186598,-0.985754162864527,0
209046,-0.0890490357191155,-0.275367959716114,-0.9383085282592417,0
209146,-0.08883467162762097,-0.2757874856142713,-1.0661850208011188,0
209246,-0.08740881743049682,-0.2825539518351681,-0.9850775002014343,0
209346,-0.09150261215685783,-0.26372617506133605,-1.0370176989375122,0
209446,-0.09195649731421954,-0.2762090237935464,-0.9536778340260588,0
209546,-0.08477208237728802,-0.27623405406753954,-0.9785904979355573,0
209646,-0.08420983672435038,-0.2768129371267032,-1.0656719943560022,0
209746,-0.0884348306840446,-0.2889656632585569,-0.9961074408158194,0
209846,-0.09155602781575403,-0.2710855641489922,-1.0174774262799242,0
209946,-0.09438414999457026,-0.26540900445935267,-0.9857855257330655,0
210046,-0.07893365261842406,-0.2678230394030371,-1.0259808598512303,0
210146,-0.086293964573912,-0.27103861170828036,-0.9888910062501357,0
210246,-0.08758736114662583,-0.2903237640026433,-0.9926590198682503,0
210346,-0.08580973689299785,-0.26316272671321533,-1.023477053756088,0
210446,-0.08315237167424756,-0.27511341684267776,-1.0116170313318142,0
210546,-0.09349433828360887,-0.28090501893561987,-1.021939075256811,0
210646,-0.08809390474148036,-0.2895484842350027,-1.0539478534338673,0
210746,-0.09480814374940144,-0.27036019770634345,-0.9667162703842552,0
210846,-0.08243179681991654,-0.26176667294950673,-1.06011661902001,0
210946,-0.08886462806634449,-0.2778153144951328,-1.021742768064832,0
211046,-0.08660918048252189,-0.27161972607239254,-1.0318857287563727,0
211146,-0.08619993933908585,-0.2819704459049155,-1.0264191895300854,0
211246,-0.09017285331571209,-0.27443947363521015,-1.0811564300877525,0
211346,-0.0913704935165562,-0.2943437872900204,-1.0446022004057316,0
211446,-0.08749595072584385,-0.2904473912716348,-1.0028802582488812,0
211546,-0.09550305105277844,-0.2804866841556263,-1.0591481532510767,0
211646,-0.09077974307760911,-0.2718553716695974,-1.0522099708718726,0
211746,-0.08977202355467595,-0.2860624838455724,-0.9495041995458392,0
211846,-0.09150725019928262,-0.2625217079743228,-1.0477672485139267,0
211946,-0.07828664542053244,-0.269892450545135,-1.0665102132756545,0
212046,-0.08757856014042319,-0.27361387511411583,-0.9919871352568197,0
212146,-0.08877709918875089,-0.27860903002516396,-1.0374330408044674,0
212246,-0.08324939461463628,-0.2658882628789038,-1.0095242183160056,0
212346,-0.09138879299884076,-0.2716257286394501,-1.0204452615607091,0
212446,-0.09044439470413716,-0.25869753425477254,-1.0243474239434076,0
212546,-0.08790732183729215,-0.27375199143970136,-1.0423026325292772,0
212646,-0.08747405973103028,-0.2681737460304821,-0.9876789165362818,0
212746,-0.09019098035895537,-0.27971603465221995,-1.0604930890482778,0
212846,-0.08137123480025668,-0.2744673042215746,-1.0398835499074774,0
212946,-0.09247420273177434,-0.27470099583248386,-0.9899340984179538,0
213046,-0.09279857494591268,-0.271400814509204,-1.045835381218481,0
213146,-0.09385585480716876,-0.2611741427535038,-1.0444902011187622,0
213246,-0.09139986097461868,-0.274025849036128,-1.0800276063510565,0
213346,-0.08974455404751958,-0.28199559034612226,-1.0358346483347136,0
213446,-0.08484512480164118,-0.2712116935938087,-1.044425596114094,0
213546,-0.08366782446509023,-0.2597722923664789,-0.9900367019177784,0
213646,-0.087265474443814,-0.2598651771253416,-1.052698428112109,0
213746,-0.08421522826901809,-0.27562798480631884,-0.9875733398611973,0
213846,-0.08355676745402439,-0.2653763097444321,-0.9746337576081742,0
213946,-0.0898126710337144,-0.2728124699411278,-1.0246930258104354,0
214046,-0.09300126484951976,-0.27497473279887036,-1.0576557563146871,0
214146,-0.0855660148501709,-0.28300379713152485,-1.0293888477296946,0
214246,-0.08415914284381223,-0.2861158677010643,-1.0160933871354896,0
214346,-0.08802831174317521,-0.2723481934001903,-1.014221641967683,0
214446,-0.08870000838081377,-0.2665959546974384,-1.0444455030713202,0
214546,-0.08679277132430445,-0.27523209535694976,-0.9879435128250222,0
214646,-0.09028461954282171,-0.2672040515003115,-0.9701565655210682,0
214746,-0.0921031137728677,-0.2735267059666641,-1.0288361557156367,0
214846,-0.083055670378522,-0.27518658295732257,-0.9937230195321873,0
214946,-0.09224919472137866,-0.27128764863532834,-1.075755386239462,0
215046,-0.0862822458817046,-0.2749395509969761,-1.016996652029506,0
215146,-0.08440255557777519,-0.275523012295151,-1.0504537913740248,0
215246,-0.08667872861532926,-0.28110893794746045,-1.0467275266615774,0
215346,-0.07947948778965407,-0.27059740143456745,-1.031043699356374,0
215446,-0.09630035396518428,-0.2785050769136799,-1.005694470609914,0
215546,-0.08811170408136769,-0.27501109318071004,-1.0291978920973184,0
215646,-0.08837900899960517,-0.2727038871032124,-0.9875873767452606,0
215746,-0.08664889047547618,-0.26816954130251847,-1.0044918096327458,0
215846,-0.08428735508537417,-0.2783198057090018,-0.9917369191788821,0
215946,-0.08863557716840684,-0.2775690664636507,-1.0085784002743623,0
216046,-0.08197304542688606,-0.2725157437701751,-0.9415446766521536,0
216146,-0.08821505163620146,-0.2670470637931057,-1.0171638765912756,0
216246,-0.08477681901012458,-0.2688419227049182,-0.9715881158370862,0
216346,-0.09311756556147331,-0.2803376018185669,-1.047887681210117,0
216446,-0.08393049269192639,-0.26521951767908764,-1.0763649308903556,0
216546,-0.08841456743620411,-0.27839087005871405,-0.9944522993778419,0
216646,-0.08540095550137673,-0.27075461510408527,-1.0031567259831131,0
216746,-0.08147712697814205,-0.28199469884730816,-0.9807828116127186,0
216846,-0.0788730982574374,-0.2644509854061751,-0.9799904713792312,0
216946,-0.08886761622655613,-0.276236584948313,-0.982226115577402,0
217046,-0.0923544436565377,-0.2829782070980096,-1.0236841619326822,0
217146,-0.08550384467383484,-0.28500579309026247,-1.0069000176861262,0
217246,-0.08061174655932624,-0.2644452784055018,-0.9973965165472802,0
217346,-0.09039328749452366,-0.280240656296679,-1.0028122327713824,0
217446,-0.08589289843861694,-0.2912204040550739,-0.973996250473979,0
217546,-0.08936371751458883,-0.2812804943344151,-1.0100716603405797,0
217646,-0.08947954807761109,-0.28442061451131473,-1.0660658796994333,0
217746,-0.0855689304071938,-0.2750405670076534,-1.0054463398858364,0
217846,-0.08457751908413517,-0.26172267910152597,-0.9917176216211242,0
217946,-0.08093499318735273,-0.2778008095141639,-0.9881809513846104,0
218046,-0.09056726607757522,-0.2464694590406691,-1.0392268059150909,0
218146,-0.08770968092209261,-0.27870576763504995,-1.0665731799931808,0
218246,-0.09410405945048685,-0.2702484857125326,-0.9861529540955238,0
218346,-0.08546091515315317,-0.27044042929365086,-0.9821351331193972,0
218446,-0.08395124918499079,-0.2858915365680265,-1.0308830878695734,0
218546,-0.09022611217943446,-0.2728901717934721,-1.0216357883143101,0
218646,-0.08449584200162674,-0.29074079460154656,-0.969584114803383,0
218746,-0.08586819652401873,-0.2738301517026167,-0.9996819366682722,0
218846,-0.0898497925118752,-0.2618210396640171,-1.0227488192811398,0
218946,-0.08189833695915642,-0.26530012923802254,-1.0327213314760995,0
219046,-0.08403335908133858,-0.27112863836396933,-1.0136578477926126,0
219146,-0.08304437682641294,-0.27496758335032023,-0.9764076534595022,0
219246,-0.08300372965926209,-0.2680273222241474,-1.0060877248393916,0
219346,-0.09058854209892293,-0.2664046589375154,-0.9700029803530545,0
219446,-0.0828772531616032,-0.2880559059456677,-1.0333673350948982,0
219546,-0.08860430800635032,-0.2665689072808924,-1.0210980866036679,0
219646,-0.08894220956851068,-0.26702280395523803,-1.0372422222554758,0
219746,-0.08874966070273978,-0.2888159549358678,-1.0677876475829469,0
219846,-0.0928589623455768,-0.2694664936880758,-1.0189811185818756,0
219946,-0.08409408648447116,-0.2736623792123355,-1.0189188494538106,0
220046,-0.0853609529105642,-0.26968660550191237,-0.9863968748970637,0
220146,-0.09030150157133358,-0.25698253233907303,-0.9949253692746332,0
220246,-0.08735699582828668,-0.27882775716599445,-1.0190464485205555,0
220346,-0.08591211929437507,-0.27070540654127817,-0.9995939268310595,0
220446,-0.08743097940467501,-0.26824506868323994,-1.0476125467073194,0
220546,-0.09432909476958368,-0.27147637576665595,-1.0276908680534702,0
220646,-0.0860410539296584,-0.26406419857354574,-1.0650542909805814,0
220746,-0.08391740835902398,-0.2723909411550922,-1.0096736614884017,0
220846,-0.08320857464652473,-0.2702707351953066,-1.004072846189009,0
220946,-0.0879281883790656,-0.26788541516085546,-1.056707388894761,0
221046,-0.08553872314260155,-0.26878025556476387,-1.0550897335794862,0
221146,-0.08393099297767771,-0.2593740996210927,-0.9967887800947113,0
221246,-0.08293741635621202,-0.2664025455541671,-1.0040516426003723,0
221346,-0.08946332234355284,-0.26899864692141845,-0.9916805230113318,0
221446,-0.08316114543018302,-0.269148810860241,-1.002384113714508,0
221546,-0.08435301571107583,-0.26360962625263806,-1.0095494741906001,0
221646,-0.08915463024628666,-0.2546885948397831,-1.0320488196008204,0
221746,-0.08625765496879882,-0.2597523965565671,-1.0185955615970965,0
221846,-0.08217842268234858,-0.2505502007575926,-1.0159989528557936,0
221946,-0.08398533344570393,-0.27581026076365966,-1.0735833774878258,0
222046,-0.08475361647290891,-0.2621119778802516,-1.0069190392685186,0
222146,-0.08788140892648287,-0.2825123910014334,-1.011090872428462,0
222246,-0.08045692961324158,-0.2597396945333841,-1.0536939005497565,0
222346,-0.09470411438163784,-0.28061314071245813,-1.0412025425206586,0
222446,-0.08592860158265589,-0.2722137587814319,-1.0351137080316681,0
222546,-0.08253988554532485,-0.24457160109990175,-1.0277907223739935,0
222646,-0.0848670360017489,-0.2645744551387317,-0.9934137984203744,0
222746,-0.08800325284503177,-0.2701875507794951,-1.016843021495342,0
222846,-0.08365423658418358,-0.25366023939191756,-0.9946861874819923,0
222946,-0.08680190174339433,-0.25915856613908994,-1.0226338251328424,0
223046,-0.07660645049692182,-0.27172104229633537,-1.0079208939966833,0
223146,-0.08292895861612662,-0.2782226382263487,-1.010600813070157,0
223246,-0.08131640544509847,-0.2786130017414962,-0.9680169124871263,0
223346,-0.08297560093059925,-0.26819161086932247,-1.0321571257838358,0
223446,-0.07923649664529683,-0.2738109985844819,-1.0135456616932947,0
223546,-0.08150984222877748,-0.26387599544070883,-1.0515220376800303,0
223646,-0.08489545175368868,-0.27289211179470985,-0.9785242671161195,0
223746,-0.08891894240795714,-0.2544069432234224,-1.0110290138357538,0
223846,-0.08197109962219412,-0.26356543714553043,-1.0056692597086343,0
223946,-0.08288616735038117,-0.2607331916406406,-1.021711638154057,0
224046,-0.08335144054935512,-0.2707542620107611,-1.005481239581621,0
224146,-0.08339399420339359,-0.27812211583890123,-1.0334472084842294,0
224246,-0.09132156763210103,-0.2661214976702033,-0.9794949171323656,0
224346,-0.08255027642380179,-0.26900478012827506,-1.0084474993396513,0
224446,-0.09165522509062259,-0.2646502085447412,-0.9564552107280113,0
